Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,TotalArea,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl
755,20,RL,61.0,7930,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,Gd,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,156000,11.957611286231675,2052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,Gd,MnPrv,Shed,0,3,2009,WD,Normal,172500,12.058152515453552,2200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
757,60,RL,68.0,10769,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,WD,Normal,212000,12.26434155365415,2634,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
758,60,RL,69.0,11616,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,Gd,GdPrv,Shed,0,4,2010,WD,Abnorml,158900,11.976030352524807,2058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD,Normal,179400,12.097373228606832,2245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
760,60,RL,65.0,12257,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,Gd,MnPrv,Shed,0,11,2007,WD,Normal,290000,12.577636201962656,3849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
761,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,450,10,2009,WD,Normal,127500,11.755871643580617,1728,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
762,30,RM,60.0,6911,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,Gd,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD,Normal,100000,11.512925464970229,2446,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
763,60,FV,72.0,8640,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,Con,Normal,215200,12.279323107269766,2303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
764,60,RL,82.0,9430,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,337000,12.727838209334498,3617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
765,120,RL,30.0,9549,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,TwnhsE,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,Gd,MnPrv,Shed,0,4,2006,WD,Normal,270000,12.506177237980511,2988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
766,20,RL,75.0,14587,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,Gd,MnPrv,Shed,0,8,2008,New,Partial,264132,12.484204257170104,3004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
767,60,RL,80.0,10421,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,Gd,MnPrv,Shed,500,3,2010,WD,Normal,196500,12.188417710291453,2694,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
768,50,RL,75.0,12508,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,Gd,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,Gd,MnPrv,Shed,1300,7,2008,WD,Normal,160000,11.982929094215963,2733,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
769,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,Gd,MnPrv,Shed,0,10,2006,WD,Normal,216837,12.28690119819279,3696,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
770,60,RL,47.0,53504,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Mod,Norm,Norm,1Fam,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,Gd,MnPrv,Shed,0,6,2010,WD,Normal,538000,13.195613839143922,4929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
771,85,RL,69.0,7252,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,WD,Normal,134900,11.812289042195847,1716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
772,20,RL,67.0,8877,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2006,COD,Normal,102000,11.532728092266408,2056,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
773,80,RL,94.0,7819,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,Gd,MnPrv,Shed,0,3,2010,WD,Abnorml,107000,11.580584113444043,2146,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
774,20,RL,70.0,10150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,COD,Normal,114500,11.648330101976432,1824,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
775,20,RL,110.0,14226,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,New,Partial,395000,12.886641043883259,3908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
776,120,RM,32.0,4500,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,162000,11.99535161421452,2408,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
777,20,RL,86.0,11210,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,New,Partial,221500,12.308177868467327,3228,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
778,20,RL,100.0,13350,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,142500,11.867097278690842,1758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
779,90,RH,60.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2007,WD,Normal,144000,11.877568578558138,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
780,90,RL,78.0,10530,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,WD,Normal,135000,11.813030057420567,1979,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
781,20,RL,63.0,7875,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,176000,12.078239274020289,2490,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
782,60,RL,65.0,7153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,175900,12.077670930725649,2364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
783,20,RL,67.0,16285,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,187100,12.139398512262181,2843,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
784,85,RL,69.0,9101,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,165500,12.016726473799254,2207,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,0,291,134,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,128000,11.759785542901755,2226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
786,20,RL,69.0,9790,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,Gd,MnPrv,Shed,0,9,2009,WD,Normal,161500,11.992260421644849,2714,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
787,50,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,Gd,MnPrv,Shed,1200,6,2010,WD,Normal,139000,11.842229212112828,2338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788,60,RL,76.0,10142,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,Gd,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,Gd,MnPrv,Shed,0,1,2010,WD,Normal,233000,12.358793732547838,3040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
789,20,RM,50.0,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD,Normal,107900,11.588960151246226,1802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
790,60,RL,69.0,12205,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,Gd,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,187500,12.141534124392603,2919,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
791,120,RL,43.0,3182,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,Gd,MnPrv,Shed,0,9,2009,WD,Normal,160200,11.984178313616395,2290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
792,80,RL,69.0,11333,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,146800,11.896826395162552,2091,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
